Date,Optimized Portfolio Growth
2023-09-27,80.72351391658258
2023-09-28,82.12897299873835
2023-09-29,82.7771262801931
2023-09-30,83.00395229009744
2023-10-01,84.01176569327491
2023-10-02,81.79548796303912
2023-10-03,81.54141998030956
2023-10-04,81.82194165548779
2023-10-05,80.670778439302
2023-10-06,81.69868010299514
2023-10-07,81.55384714235147
2023-10-08,81.43730936819411
2023-10-09,78.71750201695781
2023-10-10,79.2678638187611
2023-10-11,78.8761078888065
2023-10-12,78.16273748715591
2023-10-13,78.56998369906488
2023-10-14,79.05506299002377
2023-10-15,79.91287426375868
2023-10-16,81.54148483316095
2023-10-17,80.25612411204115
2023-10-18,79.96556711227936
2023-10-19,80.15914311502574
2023-10-20,81.14525367229827
2023-10-21,84.1380512779258
2023-10-22,86.64582658015675
2023-10-23,91.58071467255665
2023-10-24,90.56502564898322
2023-10-25,91.066309282265
2023-10-26,91.76762205525706
2023-10-27,91.41901338317764
2023-10-28,91.94271542733053
2023-10-29,92.67819214493174
2023-10-30,93.34169109445945
2023-10-31,92.89725175879794
2023-11-01,94.12272725719063
2023-11-02,94.24696271760105
2023-11-03,94.17008777476093
2023-11-04,96.06911081614035
2023-11-05,99.12959375642554
2023-11-06,103.71828639836886
2023-11-07,101.1218428810811
2023-11-08,104.28218183036019
2023-11-09,104.6971112140802
2023-11-10,106.79881298231632
2023-11-11,108.8110168913916
2023-11-12,108.19447531108587
2023-11-13,104.20065107251727
2023-11-14,102.67219946528621
2023-11-15,108.09968935485342
2023-11-16,104.28725988859672
2023-11-17,105.84930350444967
2023-11-18,104.78838698339287
2023-11-19,106.82909929796325
2023-11-20,106.89899276245576
2023-11-21,97.28369424113218
2023-11-22,101.89022211665022
2023-11-23,101.69758712396694
2023-11-24,102.45673638709893
2023-11-25,103.86711905320773
2023-11-26,102.90271235544374
2023-11-27,100.61493502113451
2023-11-28,101.98395984264309
2023-11-29,101.21209777817545
2023-11-30,101.63574051812401
2023-12-01,102.67431571962332
2023-12-02,104.59017066052421
2023-12-03,103.77106572257209
2023-12-04,106.53524499419389
2023-12-05,106.47903723272097
2023-12-06,105.73538119496423
2023-12-07,107.66325904039404
2023-12-08,111.8186429842357
2023-12-09,110.20555819502837
2023-12-10,111.48937105488771
2023-12-11,109.17640346612039
2023-12-12,110.78541541568539
2023-12-13,111.2400202215395
2023-12-14,112.92403763675046
2023-12-15,108.24973011331845
2023-12-16,110.42870250163162
2023-12-17,107.55934710730737
2023-12-18,108.45438200541756
2023-12-19,109.97345326216535
2023-12-20,112.63985923892164
2023-12-21,117.58983295237712
2023-12-22,117.98970064893906
2023-12-23,118.2171871674139
2023-12-24,115.90661958782061
2023-12-25,117.46826961047284
2023-12-26,123.25353736218638
2023-12-27,131.8887055713175
2023-12-28,131.35867047546046
2023-12-29,127.74337955791034
2023-12-30,128.2733794841669
2023-12-31,128.43038191866648
2024-01-01,131.09664853139267
2024-01-02,129.45592260737598
2024-01-03,125.92653081487936
2024-01-04,128.75390883869426
2024-01-05,125.67669500364049
2024-01-06,121.90261010311461
2024-01-07,119.36084814136744
2024-01-08,122.30258746633619
2024-01-09,119.73920101197359
2024-01-10,124.11277975690078
2024-01-11,126.22013627763556
2024-01-12,120.82074200485938
2024-01-13,123.37063701269236
2024-01-14,122.35820656462883
2024-01-15,127.1012256465849
2024-01-16,126.53416364092838
2024-01-17,125.4866321652164
2024-01-18,124.25816796699976
2024-01-19,126.31876136026018
2024-01-20,128.8270734184051
2024-01-21,127.79733603094354
2024-01-22,122.33267684753649
2024-01-23,119.51424693683863
2024-01-24,118.88695868775588
2024-01-25,118.09022797265524
2024-01-26,121.95643415248469
2024-01-27,123.02498624164426
2024-01-28,122.48239402023376
2024-01-29,125.20409927117791
2024-01-30,124.28899934426508
2024-01-31,122.10449422564996
2024-02-01,124.5764984042545
2024-02-02,125.60740925840526
2024-02-03,125.15319458196473
2024-02-04,126.56187850603804
2024-02-05,126.81039365613093
2024-02-06,126.85058236965065
2024-02-07,129.37838286746063
2024-02-08,131.18218840375013
2024-02-09,133.61564904511005
2024-02-10,133.91146280842582
2024-02-11,134.2553330483603
2024-02-12,136.86838308485153
2024-02-13,135.53545523812735
2024-02-14,139.60821423464168
2024-02-15,144.50551658850196
2024-02-16,145.68968158900768
2024-02-17,144.88907850218942
2024-02-18,144.71127964626766
2024-02-19,148.10691186153082
2024-02-20,148.16005943051775
2024-02-21,151.64926852122437
2024-02-22,152.9152448223696
2024-02-23,151.21453633948474
2024-02-24,153.82644445322572
2024-02-25,155.55056745243454
2024-02-26,160.05108610471055
2024-02-27,160.3443812391256
2024-02-28,170.04623153489598
2024-02-29,166.9849587744587
2024-03-01,174.7833325041475
2024-03-02,179.3989921891686
2024-03-03,182.94701278895872
2024-03-04,188.52065007625464
2024-03-05,174.09923251916297
2024-03-06,186.25121566861117
2024-03-07,196.9965370853483
2024-03-08,202.8666072241711
2024-03-09,205.5054580230158
2024-03-10,214.65551516717585
2024-03-11,215.507270310485
2024-03-12,214.76509554157315
2024-03-13,234.78378774557518
2024-03-14,230.4762444346906
2024-03-15,230.15356915837066
2024-03-16,210.42291979440398
2024-03-17,213.62982346567313
2024-03-18,206.65334746437003
2024-03-19,188.09657102189053
2024-03-20,208.17802599221363
2024-03-21,208.89884283308007
2024-03-22,206.66700645333603
2024-03-23,208.22257137601315
2024-03-24,215.92530924885256
2024-03-25,221.93880913085053
2024-03-26,223.08105296668802
2024-03-27,221.43517963922017
2024-03-28,228.690057276224
2024-03-29,234.19886183021165
2024-03-30,229.455332887933
2024-03-31,235.5896777383978
2024-04-01,224.0984486736577
2024-04-02,212.02212367847065
2024-04-03,212.61689553213404
2024-04-04,219.0516593499778
2024-04-05,215.86333926823724
2024-04-06,219.858128320219
2024-04-07,223.0624601633369
2024-04-08,225.8875261810852
2024-04-09,219.49809248684033
2024-04-10,226.87088292018072
2024-04-11,224.37094527037598
2024-04-12,210.98516687398325
2024-04-13,192.56843124348237
2024-04-14,199.7646696902098
2024-04-15,195.2423136228529
2024-04-16,191.41357866133356
2024-04-17,187.61373055463517
2024-04-18,193.75472937953103
2024-04-19,195.62016536982205
2024-04-20,203.28448039684156
2024-04-21,203.95161227515774
2024-04-22,210.5791656729529
2024-04-23,209.77660613560874
2024-04-24,206.17751604031514
2024-04-25,207.92866844974822
2024-04-26,204.46548642926456
2024-04-27,203.36519484840625
2024-04-28,203.22744000262685
2024-04-29,201.506484877257
2024-04-30,194.11349014879784
2024-05-01,191.13631926864866
2024-05-02,192.77137740488425
2024-05-03,202.14307986732766
2024-05-04,205.21505877508918
2024-05-05,206.75668984177995
2024-05-06,204.76378348050594
2024-05-07,200.1198069944029
2024-05-08,200.68264123252354
2024-05-09,205.76189045868188
2024-05-10,200.18458075063683
2024-05-11,200.38211217868027
2024-05-12,201.12889148360225
2024-05-13,201.5408968809611
2024-05-14,194.76483733371578
2024-05-15,202.95246967624826
2024-05-16,202.4492847749619
2024-05-17,207.61550764773307
2024-05-18,206.77566942417218
2024-05-19,204.25797090515053
2024-05-20,216.07344420197987
2024-05-21,219.53918166863141
2024-05-22,216.36534202780558
2024-05-23,210.85665217627061
2024-05-24,213.2635162960786
2024-05-25,216.20871632655764
2024-05-26,213.0617562369751
2024-05-27,218.0057454546178
2024-05-28,215.62984989999495
2024-05-29,213.77210851660328
2024-05-30,212.22872379116637
2024-05-31,212.47816730491257
2024-06-01,214.40319980404396
2024-06-02,214.13182632814753
2024-06-03,217.65819344850578
2024-06-04,230.3680825010601
2024-06-05,233.4462018232067
2024-06-06,233.67315012462888
2024-06-07,224.52664614738848
2024-06-08,223.35429976514823
2024-06-09,223.2782000859689
2024-06-10,212.3687201672975
2024-06-11,203.9042149587995
2024-06-12,211.41955116454585
2024-06-13,204.35212595250437
2024-06-14,202.0556028071513
2024-06-15,203.67480857615743
2024-06-16,205.06153534269086
2024-06-17,200.11160426407724
2024-06-18,192.67082035478472
2024-06-19,195.5256935626877
2024-06-20,193.86491280833633
2024-06-21,192.99618228421176
2024-06-22,193.19821443030548
2024-06-23,189.4491024346069
2024-06-24,188.23993671129296
2024-06-25,193.5220451622698
2024-06-26,191.0577429857243
2024-06-27,194.7638134583121
2024-06-28,189.77075865266187
